arrondissement_id,arrondissement_nom,latitude,longitude,phosphore,zinc,magnesium,potassium,calucium,cec,azote,silt,sand,clay,ph,texture
427,HOZIN,6.5340911,2.552368,802.00000,459.00000,334.00000,193.00000,255.00000,241.00000,296.00000,399.00000,267.00000,334.00000,57.00000,limon argileux fin
428,KESSOUNOU,6.5535,2.5062,1080.00000,460.00000,577.00000,223.00000,255.00000,261.00000,407.00000,283.00000,139.00000,577.00000,56.00000,
429,ZOUNGUE,6.5491534,2.6311847,920.00000,581.00000,230.00000,93.00000,255.00000,147.00000,219.00000,295.00000,487.00000,218.00000,56.00000,limon
430,DANGBO,6.5837193,2.5519637,674.00000,585.00000,213.00000,129.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
431,1ER ARRONDISSEMENT,6.4675542,2.6313339,696.00000,355.00000,330.00000,109.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
432,2EME ARRONDISSEMENT,6.4807507,2.6536742,883.00000,427.00000,266.00000,103.00000,255.00000,141.00000,566.00000,92.00000,662.00000,246.00000,59.00000,limon argilo-sableux
433,3EME ARRONDISSEMENT,6.4783056,2.6114849,912.00000,312.00000,274.00000,116.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
434,4EME ARRONDISSEMENT,6.4706,2.6214,1218.00000,589.00000,338.00000,95.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
435,5EME ARRONDISSEMENT,6.4706,2.6214,1218.00000,589.00000,338.00000,95.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
436,AGBLANGANDAN,6.3750256,2.514842,1245.00000,729.00000,350.00000,216.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
437,AHOLOUYEME,6.4305713,2.5767694,1073.00000,464.00000,405.00000,206.00000,255.00000,212.00000,285.00000,293.00000,458.00000,248.00000,56.00000,limon
438,DJEREGBE,6.4303711,2.6164463,839.00000,484.00000,321.00000,197.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
439,EKPE,6.39348,2.5470339,1250.00000,509.00000,321.00000,205.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
440,TOHOUE,6.39666,2.58526,775.00000,505.00000,309.00000,200.00000,255.00000,127.00000,380.00000,174.00000,676.00000,149.00000,55.00000,
441,SEME-PODJI,6.4224777,2.5990835,911.00000,453.00000,509.00000,228.00000,255.00000,257.00000,391.00000,288.00000,217.00000,495.00000,55.00000,
442,IKPINLE,7.01209,2.62769,1117.00000,564.00000,544.00000,138.00000,255.00000,229.00000,219.00000,230.00000,416.00000,354.00000,59.00000,limon argileux fin
443,KPOULOU,7.0121,2.6277,1117.00000,564.00000,544.00000,138.00000,255.00000,229.00000,219.00000,230.00000,416.00000,354.00000,59.00000,limon argileux fin
444,MASSE,7.157678,2.543475,870.00000,474.00000,470.00000,146.00000,255.00000,192.00000,236.00000,194.00000,473.00000,333.00000,66.00000,limon argilo-sableux
445,OKO-AKARE,7.01209,2.62769,1117.00000,564.00000,544.00000,138.00000,255.00000,229.00000,219.00000,230.00000,416.00000,354.00000,59.00000,limon argileux fin
446,TATONNONKON,6.3539233,2.3899333,1288.00000,588.00000,276.00000,182.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
447,ADJA-OUERE,6.9568767,2.5792482,1031.00000,589.00000,262.00000,109.00000,255.00000,137.00000,251.00000,107.00000,682.00000,211.00000,62.00000,limon argilo-sableux
448,BANIGBE,6.8988423,2.6499501,1224.00000,550.00000,176.00000,105.00000,255.00000,130.00000,223.00000,98.00000,734.00000,168.00000,62.00000,limon sableux
449,DAAGBE,6.571785,2.6965229,580.00000,579.00000,219.00000,105.00000,255.00000,143.00000,315.00000,92.00000,696.00000,211.00000,57.00000,limon argilo-sableux
450,KO-KOUMOLOU,6.614832,2.696187,825.00000,544.00000,174.00000,120.00000,255.00000,144.00000,223.00000,134.00000,698.00000,168.00000,59.00000,limon sableux
451,LAGBE,6.683333,2.683333,946.00000,624.00000,173.00000,102.00000,255.00000,111.00000,190.00000,119.00000,676.00000,205.00000,61.00000,limon argilo-sableux
452,TCHAADA,6.5607071,2.6487086,619.00000,559.00000,197.00000,90.00000,255.00000,120.00000,197.00000,115.00000,689.00000,196.00000,58.00000,limon sableux
453,IFANGNI,6.677744,2.7182728,1065.00000,571.00000,246.00000,92.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
454,ADAKPLAME,7.4739228,2.5792482,952.00000,606.00000,277.00000,148.00000,255.00000,139.00000,216.00000,141.00000,658.00000,201.00000,66.00000,limon argilo-sableux
455,IDIGNY,7.4839473,2.687967,1070.00000,379.00000,240.00000,117.00000,255.00000,148.00000,191.00000,117.00000,671.00000,212.00000,61.00000,limon argilo-sableux
456,KPANKOU,7.4159,2.6082,920.00000,357.00000,241.00000,132.00000,255.00000,140.00000,159.00000,154.00000,640.00000,206.00000,66.00000,limon argilo-sableux
457,ODOMETA,7.4159,2.6082,920.00000,357.00000,241.00000,132.00000,255.00000,140.00000,159.00000,154.00000,640.00000,206.00000,66.00000,limon argilo-sableux
458,OKPOMETA,7.4,2.65,1023.00000,408.00000,217.00000,110.00000,255.00000,128.00000,191.00000,139.00000,672.00000,189.00000,65.00000,limon sableux
459,KETOU,7.3603376,2.6040436,841.00000,302.00000,389.00000,136.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
460,AHOYEYE,7.0664,2.6652,732.00000,483.00000,615.00000,140.00000,0.00000,287.00000,152.00000,340.00000,264.00000,397.00000,60.00000,limon argileux fin
461,IGANA,7.0380072,2.7059112,1067.00000,429.00000,454.00000,127.00000,255.00000,218.00000,149.00000,351.00000,258.00000,391.00000,60.00000,limon argileux fin
462,ISSABA,7.083333,2.616667,928.00000,470.00000,654.00000,132.00000,255.00000,296.00000,176.00000,299.00000,240.00000,461.00000,62.00000,
463,TOWE,7.0664,2.6652,732.00000,483.00000,615.00000,140.00000,0.00000,287.00000,152.00000,340.00000,264.00000,397.00000,60.00000,limon argileux fin
464,POBE,6.9832415,2.6636066,734.00000,675.00000,205.00000,126.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
465,AGUIDI,6.7849926,2.6586401,1058.00000,655.00000,258.00000,133.00000,255.00000,102.00000,168.00000,87.00000,737.00000,176.00000,62.00000,limon sableux
466,ITA-DJEBOU,6.8257317,2.6041901,831.00000,531.00000,160.00000,102.00000,255.00000,122.00000,203.00000,110.00000,719.00000,172.00000,63.00000,limon sableux
467,TAKON,6.65,2.616667,754.00000,537.00000,235.00000,107.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
468,YOKO,6.7,2.616667,583.00000,505.00000,247.00000,98.00000,255.00000,114.00000,155.00000,155.00000,685.00000,159.00000,63.00000,limon sableux
469,SAKETE I,6.7368274,2.6636066,770.00000,550.00000,256.00000,124.00000,255.00000,100.00000,142.00000,97.00000,695.00000,207.00000,62.00000,limon argilo-sableux
470,SAKETE II,6.7368274,2.6636066,770.00000,550.00000,256.00000,124.00000,255.00000,100.00000,142.00000,97.00000,695.00000,207.00000,62.00000,limon argilo-sableux
471,AGBOKPA,6.4655518,2.2820979,970.00000,653.00000,296.00000,152.00000,255.00000,129.00000,220.00000,101.00000,732.00000,168.00000,59.00000,limon sableux
472,DETOHOU,6.412395,2.3102784,1258.00000,402.00000,317.00000,234.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
473,SEHOUN,6.351748,2.3917681,1178.00000,588.00000,350.00000,173.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
474,ZOUNZONME,6.351748,2.3917681,1178.00000,588.00000,350.00000,173.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
475,DJEGBE,7.1665,1.9795,1466.00000,550.00000,215.00000,113.00000,255.00000,122.00000,172.00000,95.00000,720.00000,185.00000,62.00000,limon sableux
476,HOUNLI,7.1720719,1.9845306,1436.00000,659.00000,164.00000,115.00000,255.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Non classé
